Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Quốc lộ 1 (trừ những đoạn đã có đường song hành),,10000,4200,3000,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 3 Tháng 2 (từ đường Trần Phú đến đường Lê Duẩn),,11000,4200,3000,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường từ 29 Tháng 4,,11000,4200,3000,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 30 Tháng 4,Đoạn từ Quốc lộ 1A đến đường An Dương Vương,11000,4200,2900,1900,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 30 Tháng 4,Đoạn từ Quốc lộ 1A đến đường Nam Kỳ Khởi Nghĩa,10000,4000,2800,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 19 Tháng 8,,4200,2100,1700,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 2 Tháng 9,,8000,3600,2600,1600,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường An Dương Vương (từ đường Đinh Tiên Hoàng đến đường Ngô Quyền),,7000,3400,2300,1500,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Bùi Thị Xuân,,6500,3300,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Cách Mạng Tháng 8 (từ đường  Lê Duẩn đến đường Trương Văn Bang),,6500,3400,2400,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Điện Biên Phủ,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đinh Tiên Hoàng,Đoạn từ QL1 đến đường Hùng Vương,7500,3800,2500,1600,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đinh Tiên Hoàng,"Đoạn từ đường Hùng Vương đến đường An Dương Vương (hết khu dân cư 4,7 ha)",7000,3400,2300,1500,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đinh Tiên Hoàng,Đoạn từ đường An Dương Vương đến giáp ranh xã Sông Trầu,3700,1800,1500,1200,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hai Bà Trưng (từ đường Ngô Quyền đến đường An Dương Vương),,6000,3400,2300,1450,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hoàng Tam Kỳ,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hoàng Việt,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hùng Vương,Đoạn từ đường Nguyễn Hoàng đến giáp ranh khu công nghiệp Bàu Xéo,10000,3800,2700,1700,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hùng Vương,Đoạn từ đường Nguyễn Hoàng đến đường Ngô Quyền,11000,4200,3000,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hùng Vương,Đoạn từ đường Ngô Quyền đến đường D6,7500,3400,2300,1450,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Huỳnh Văn Nghệ,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Đại Hành,Đoạn từ đường Nguyễn Huệ đến đường Lý Nam Đế,6500,3300,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Đại Hành,Đoạn còn lại,3500,1700,1400,1100,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Duẩn,,7500,3400,2400,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Hồng Phong,Đoạn từ đường 29 Tháng 4 đến đường 3 Tháng 2,5500,3200,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Hồng Phong,Đoạn từ đường 3 Tháng 2 đến đường 2 Tháng 9,4500,2200,1800,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Lai (từ đường Nguyễn Huệ đến đường Nguyễn Hoàng),,6500,3400,2300,1450,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Lợi,,7500,3600,2400,1500,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Quý Đôn,,4500,2250,1800,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Văn Hưu (từ Bùi Thị Xuân đến Trần Nguyên Hãn),,5000,2500,1900,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lý Nam Đế,,6500,3400,2300,1450,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lý Thái Tổ,,6500,3300,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lý Thường Kiệt,,6500,3300,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Ngô Quyền,,7500,3600,2400,1500,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Du,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Đức Cảnh,,7000,3600,2400,1500,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hoàng,Đoạn từ QL1A đến đường Hùng Vương,8000,3800,2500,1600,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hoàng,Đoạn từ đường Hùng Vương đến giáp ranh xã Sông Trầu,6500,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Huệ (đoạn từ đường Đinh Tiên Hoàng đến đường Ngô Quyền và đoạn từ đường Nguyễn Hoàng đến đường Nguyễn Văn Linh),,8000,4200,3000,1700,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hữu Cảnh,Đoạn từ Ngô Quyền đến đường Đinh Tiên Hoàng,11000,4200,3000,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hữu Cảnh,Đoạn từ trụ sở Hội người mù đến cây xăng Thành Thái,11000,4200,3000,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Khuyến,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Sơn Hà,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Trãi (từ đường Lý Nam Đế đến đường An Dương Vương),,6000,3400,2300,1450,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Tri Phương (từ đường Nguyễn Huệ đến đường Hùng Vương),,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Văn Cừ,,7000,3600,2400,1500,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Văn Huyên,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Văn Linh,,8500,4200,3000,1800,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Phạm Văn Thuận,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Phan Chu Trinh,,6000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Phan Đăng Lưu,,7500,3400,2400,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Tạ Uyên,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trần Nguyên Hãn,,5000,2500,1900,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trần Nhân Tông,,6500,3300,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trần Nhật Duật,,4500,2200,1600,1000,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trần Phú,,8200,3500,2500,1500,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trần Quang Diệu,,4500,2200,1800,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trường Chinh,Đoạn từ Quốc lộ 1 đến đường 2 Tháng 9,10000,3800,2700,1700,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trường Chinh,Đoạn tiếp theo đến đường Cách Mạng Tháng 8,5800,3200,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trương Định (từ đường Lê Quý Đôn đến đường Nguyễn Huệ),,4500,2250,1800,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trương Văn Bang,,6000,3400,2400,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường cạnh Trường Mẫu giáo Hoa Mai,,6000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đinh Quang Ân (đường đất song song với đường Huỳnh Văn Nghệ),,4300,2100,1600,1300,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,"Đường tỉnh 777 (đường Trảng Bom - Long Thành, từ Quốc lộ 1A đến giáp ranh xã Đồi 61)",,8000,3600,2400,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường vào chợ Trảng Bom (đoạn từ đường Nguyễn Huệ đến đường Phan Chu Trinh),,7500,4500,3200,1700,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hà Huy Giáp,,4300,2100,1600,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Phan Bội Châu,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Ba đường song song với đường Nguyễn Huệ,,5000,3000,2200,1400,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường song song với đường Phan Chu Trinh (đi qua chợ),,5000,,,,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hoàng Hoa Thám,,5000,,,,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đặng Đức Thuật,,5500,,,,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Ba đường nhựa mặt tiền chợ Mới (đường bao quanh chợ),,7500,,,,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Trần Quang Khải (từ đường Nguyễn Huệ đến đường Hùng Vương),,6500,,,,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hưng Đạo Vương (từ đường Hùng Vương đến đường An Dương Vương) ,,6000,3400,2300,1450,ĐẤT Ở ĐÔ THỊ
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Quốc Lộ 1 (trừ những đoạn đã có đường song hành),,7000,2940,2100,1260,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 3 tháng 2 (từ đường Trần Phú đến đường Lê Duẩn),,7700,2940,2100,1260,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường từ 29 tháng 4,,7700,2940,2100,1260,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 30 tháng 4,Đoạn từ Quốc lộ 1A đến đường An Dương Vương,7700,2940,2030,1330,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 30 tháng 4,Đoạn từ Quốc lộ 1A đến đường Nam Kỳ Khởi Nghĩa,7000,2800,1960,1260,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 19 tháng 8,,2940,1470,1190,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường 2 tháng 9,,5600,2520,1820,1120,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường An Dương Vương (từ đường Đinh Tiên Hoàng đến đường Ngô Quyền),,4900,2380,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Bùi Thị Xuân,,4550,2310,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Cách Mạng Tháng 8 (từ đường Lê Duẩn đến đường Trương Văn Bang),,4550,2380,1680,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Điện Biên Phủ,,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đinh Tiên Hoàng,Đoạn từ QL1 đến đường Hùng Vương,5250,2660,1750,1120,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đinh Tiên Hoàng,"Đoạn từ đường Hùng Vương đến đường An Dương Vương (hết khu dân cư 4,7 ha)",4900,2380,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Đinh Tiên Hoàng,Đoạn từ đường An Dương Vương đến giáp ranh xã Sông Trầu,2590,1260,1050,840,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hai Bà Trưng (từ đường Ngô Quyền đến đường An Dương Vương),,4200,2380,1610,1020,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hoàng Tam Kỳ,,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hoàng Việt,,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hùng Vương,Đoạn từ đường Nguyễn Hoàng đến giáp ranh khu công nghiệp Bàu Xéo,7000,2660,1890,1190,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hùng Vương,Đoạn từ đường Nguyễn Hoàng đến đường Ngô Quyền,7700,2940,2100,1260,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Hùng Vương,Đoạn từ đường Ngô Quyền đến đường D6,5250,2380,1610,1020,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Huỳnh Văn Nghệ,,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Đại Hành,Đoạn từ đường Nguyễn Huệ đến đường Lý Nam Đế,4550,2310,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Đại Hành,Đoạn còn lại,2450,1190,980,770,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Duẩn,,5250,2380,1680,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Hồng Phong,Đoạn từ đường 29 tháng 4 đến đường 3 tháng 2,3850,2240,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Hồng Phong,Đoạn từ đường 3 tháng 2 đến đường 2 tháng 9,3150,1540,1260,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Lai (từ đường Nguyễn Huệ đến đường Nguyễn Hoàng),,4550,2380,1610,1020,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Lợi,,5250,2520,1680,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Quý Đôn,,3150,1580,1260,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lê Văn Hưu (từ Bùi Thị Xuân đến Trần Nguyên Hãn),,3500,1750,1330,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lý Nam Đế,,4550,2380,1610,1020,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lý Thái Tổ,,4550,2310,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Lý Thường Kiệt,,4550,2310,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Ngô Quyền,,5250,2520,1680,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Du,,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Đức Cảnh,,4900,2520,1680,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hoàng,Đoạn từ QL1A đến đường Hùng Vương,5600,2660,1750,1120,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hoàng,Đoạn từ đường Hùng Vương đến giáp ranh xã Sông Trầu,4550,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Huệ (đoạn từ đường Đinh Tiên Hoàng đến đường Ngô Quyền và đoạn từ đường Nguyễn Hoàng đến đường Nguyễn Văn Linh),,5600,2940,2100,1190,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hữu Cảnh,Đoạn từ Ngô Quyền đến đường Đinh Tiên Hoàng,7700,2940,2100,1260,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Hữu Cảnh,Đoạn từ trụ sở Hội người mù đến cây xăng Thành Thái,7700,2940,2100,1260,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Khuyến,,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Sơn Hà,,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Trãi (từ đường Lý Nam Đế đến đường An Dương Vương),,4200,2380,1610,1020,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
HUYỆN TRẢNG BOM,Phường + Đường + Đoạn,,Thị Trấn Trảng Bom,Đường Nguyễn Tri Phương (từ đường Nguyễn Huệ đến đường Hùng Vương),,3500,2100,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI ĐÔ THỊ"
