certificate_num;certificate_date;document_num;document_date;service_fee;bank
1476;2022-05-13;1766;2022-05-09;5500000;HD
1477;2022-05-13;1872;2022-05-13;2750000;BIDV
1488;2022-05-13;1876;2022-05-13;4500000;VCB
1489;2022-05-13;1861;2022-05-12;2500000;VCB
1490;2022-05-13;1860;2022-05-12;2000000;VCB
1491;2022-05-13;1881;2022-05-13;4000000;VCB
1492;2022-05-13;1859;2022-05-12;1800000;VCB
1493;2022-05-13;1879;2022-05-13;4000000;HD
1494;2022-05-13;1700,1;2022-05-05;5000000;VCB
1494.1;2022-05-13;1786,1;2022-05-10;1650000;VCB
1430;2022-05-12;1835;2022-05-12;4500000;HD
1430/1;2022-05-12;1850;2022-05-12;6600000;BIDV
1432;2022-05-12;1841;2022-05-12;1800000;VCB
1432,1;2022-05-12;1836,1;2022-05-12;5000000;VCB
1433;2022-05-12;1845;2022-05-12;1650000;VCB
1433,1;2022-05-12;1820,1;2022-05-11;3500000;VCB
1434;2022-05-12;1846;2022-05-12;1650000;VCB
1435;2022-05-12;1847;2022-05-12;1650000;VCB
1436;2022-05-12;1844;2022-05-12;3300000;BIDV
1436,1;2022-05-12;1767,1;2022-05-09;2800000;VCB
1439;2022-05-12;1781,1;2022-05-10;1650000;VCB
1441;2022-05-12;1782,1;2022-05-10;1650000;VCB
1442;2022-05-12;1785,1;2022-05-10;1650000;VCB
1443;2022-05-12;1778;2022-05-09;1650000;VCB
1444;2022-05-12;1784,1;2022-05-10;1650000;VCB
1445;2022-05-12;1829;2022-05-11;1800000;VCB
1446;2022-05-12;1832;2022-05-11;3300000;VCB
1446,1;2022-05-12;1830;2022-05-11;1650000;VCB
1446,2;2022-05-12;1831;2022-05-11;2000000;VCB
1450;2022-05-12;1824;2022-05-11;1350000;VTB
1451;2022-05-12;1825;2022-05-11;1650000;VTB
1452;2022-05-12;1826;2022-05-11;1350000;VTB
1460;2022-05-12;1852;2022-05-12;1800000;SHINHAN
1461;2022-05-12;1823;2022-05-11;3300000;VCB
1462;2022-05-12;1828;2022-05-11;1650000;VCB
1463;2022-05-12;1851;2022-05-12;1650000;VTB
1465;2022-05-12;1853;2022-05-12;4500000;HD
1465,1;2022-05-12;1819,1;2022-05-11;3800000;VCB
1595,1;2022-05-12;1988,1;2022-05-19;2500000;VCB
339;2022-05-12;433;2022-02-14;2200000;VCB
1407;2022-05-11;1702;2022-05-05;2750000;BIDV
1408;2022-05-11;1770;2022-05-09;1800000;VTB
1410;2022-05-11;1692;2022-05-04;3500000;CSXH
1411;2022-05-11;1675;2022-05-04;10000000;HD
1414;2022-05-11;1793;2022-05-10;2200000;VCB
1417;2022-05-11;1807;2022-05-11;2000000;VCB
1420;2022-05-11;1811;2022-05-11;3000000;VCB
1421;2022-05-11;1456;2022-04-19;4000000;VCB
1422;2022-05-11;1686;2022-05-04;5500000;HD
1424;2022-05-11;1816;2022-05-11;3500000;CSXH
1424,1;2022-05-11;1822;2022-05-11;3750000;VCB
1425;2022-05-11;1783,1;2022-05-10;1650000;VCB
1426;2022-05-11;1668,1;2022-05-04;1650000;VCB
1427;2022-05-11;1780,1;2022-05-10;1650000;VCB
1427,1;2022-05-11;1762,1;2022-05-09;1650000;VCB
1428;2022-05-11;1819;2022-05-11;4000000;VCB
1428,1;2022-05-11;1795;2022-05-10;1650000;VCB
1428,3;2022-05-11;1827;2022-05-11;1650000;VCB
1041;2022-05-10;1794;2022-05-10;2500000;HD
1387,1;2022-05-10;1753,1;2022-05-09;11700000;VCB
1389;2022-05-10;1797;2022-05-10;2000000;VCB
1390;2022-05-10;1740;2022-05-06;6000000;BIDV
1391/1;2022-05-10;1803;2022-05-10;2000000;VCB
1392;2022-05-10;1784;2022-05-10;2700000;VCB
1393;2022-05-10;1786;2022-05-10;1650000;VCB
1393,1;2022-05-10;1800;2022-05-10;2500000;VCB
1395;2022-05-10;1698,1;2022-05-05;1650000;VCB
1395,1;2022-05-10;1789,1;2022-05-10;2200000;BIDV
1396;2022-05-10;1168,1;2022-05-04;1650000;VCB
1397;2022-05-10;1775;2022-05-09;3300000;VCB
1397,1;2022-05-10;1793,1;2022-05-10;3200000;VCB
1398;2022-05-10;1774;2022-05-09;1650000;VCB
1398,1;2022-05-10;1797,1;2022-05-10;2200000;VCB
1399;2022-05-10;1761,1;2022-05-09;1650000;VCB
1400;2022-05-10;1705,1;2022-05-05;3300000;VCB
1401,1;2022-05-10;1667,1;2022-05-04;1100000;VCB
1402;2022-05-10;1785;2022-05-10;3850000;BIDV
1404;2022-05-10;1706;2022-05-05;4500000;VCB
1405;2022-05-10;1787;2022-05-10;2200000;VCB
1406/1;2022-05-10;1796,1;2022-05-10;3000000;VCB
1367;2022-05-09;1737;2022-05-06;5500000;VCB
1367,1;2022-05-09;1741;2022-05-06;2200000;VTB
1368;2022-05-09;1738;2022-05-06;2500000;VCB
1369;2022-05-09;1739;2022-05-06;2500000;VCB
1369,1;2022-05-09;1748;2022-05-06;2200000;VTB
1370;2022-05-09;1750;2022-05-09;6000000;VCB
1371;2022-05-09;1736;2022-05-06;2500000;VCB
1371,1;2022-05-09;1665,1;2022-05-04;9000000;BIDV
1372;2022-05-09;1752;2022-05-09;1350000;VTB
1372,1;2022-05-09;1749;2022-05-06;2500000;VCB
1373;2022-05-09;1751;2022-05-09;5500000;HD
1374;2022-05-09;1555,1;2022-04-25;15400000;HD
1375;2022-05-09;1758;2022-05-09;5500000;HD
1376;2022-05-09;1759;2022-05-09;3300000;BIDV
1378;2022-05-09;1761;2022-05-09;3300000;VCB
1380,1;2022-05-09;1772;2022-05-09;3300000;BIDV
1381;2022-05-09;1763;2022-05-09;2000000;VCB
1382;2022-05-09;1760;2022-05-09;4400000;HD
1382,1;2022-05-09;1746;2022-05-06;1650000;VTB
1383;2022-05-09;1762;2022-05-09;5500000;HD
1383,1;2022-05-09;1773;2022-05-09;1650000;VCB
1384;2022-05-09;1768;2022-05-09;1800000;VCB
1384,1;2022-05-09;1754;2022-05-09;3300000;VCB
1385;2022-05-09;1745;2022-05-06;1650000;VCB
1385,1;2022-05-09;1771;2022-05-09;1800000;VCB
1387;2022-05-09;1742;2022-05-06;2000000;VCB
1388;2022-05-09;1744;2022-05-06;2000000;VCB
1327,3;2022-05-06;1712;2022-05-05;2200000;VCB
1349,1;2022-05-06;1668;2022-05-04;1650000;VCB
1350;2022-05-06;1707;2022-05-05;2200000;VCB
1350,1;2022-05-06;1556,1;2022-04-25;4400000;HD
1352,1;2022-05-06;1723,1;2022-05-06;3500000;HD
1354;2022-05-06;1709;2022-05-05;2200000;VCB
1354,1;2022-05-06;1554,1;2022-04-25;3600000;HD
1355;2022-05-06;1710;2022-05-05;2200000;VCB
1356,1;2022-05-06;1726;2022-05-06;2200000;VCB
1357;2022-05-06;1724;2022-05-06;1350000;VTB
1358;2022-05-06;1725;2022-05-06;1650000;VCB
1359,1;2022-05-06;1649;2022-04-28;2250000;BIDV
1361;2022-05-06;1674;2022-05-04;1650000;VCB
1362;2022-05-06;1695;2022-05-04;1800000;VCB
1362;2022-05-06;1695;2022-05-04;1800000;VCB
1363;2022-05-06;1669;2022-05-04;3500000;VCB
1364;2022-05-06;1719;2022-05-05;2800000;VCB
1364,1;2022-05-06;1732;2022-05-06;4400000;VCB
1365;2022-05-06;1743;2022-05-06;6000000;VCB
1366;2022-05-06;1723;2022-05-06;1650000;VTB
1366,1;2022-05-06;1673;2022-05-04;3300000;CSXH
1535,1;2022-05-06;1728;2022-05-06;2750000;BIDV
1683;2022-05-06;1554,1;2022-04-25;3600000;HD
1327,1;2022-05-05;1703;2022-05-05;2200000;VCB
1327/2;2022-05-05;1698;2022-05-05;2000000;VCB
1328/1;2022-05-05;1708,1;2022-05-05;2000000;VCB
1329;2022-05-05;1699;2022-05-05;3700000;VCB
1330;2022-05-05;1659;2022-04-29;3500000;CSXH
1332;2022-05-05;1642;2022-04-28;2500000;VCB
1333;2022-05-05;1701;2022-05-05;2200000;VCB
1333,1;2022-05-05;1706,1;2022-05-05;2000000;VCB
1334;2022-05-05;1693;2022-05-04;1350000;VTB
1335;2022-05-05;1713;2022-05-05;2000000;VCB
1336;2022-05-05;1662;2022-04-29;1650000;VCB
1337;2022-05-05;1718;2022-05-05;2000000;VCB
1338;2022-05-05;1717;2022-05-05;6000000;VCB
1339;2022-05-05;1715;2022-05-05;6000000;VCB
1339,1;2022-05-05;1700;2022-05-05;4400000;BIDV
1340;2022-05-05;1714;2022-05-05;6000000;VCB
1341;2022-05-05;1716;2022-05-05;8000000;VCB
1342;2022-05-05;1651;2022-04-29;1650000;VCB
1343;2022-05-05;1667;2022-05-04;1650000;VCB
1344;2022-05-05;1666;2022-05-04;1650000;VCB
1345;2022-05-05;1688;2022-05-04;3300000;VCB
1347;2022-05-05;1690;2022-05-04;1500000;VCB
1347,1;2022-05-05;1683;2022-05-04;8800000;BIDV
1348;2022-05-05;1697;2022-05-05;3000000;HD
1348,1;2022-05-05;1711;2022-05-05;2200000;VCB
1349;2022-05-05;1708;2022-05-05;2500000;VCB
1312;2022-05-04;1015;2022-03-21;4400000;VCB
1313,1;2022-05-04;1680;2022-04-22;2200000;VTB
1314;2022-05-04;1678;2022-05-04;2000000;VCB
1314/1;2022-05-04;1672;2022-05-04;3300000;BIDV
1315;2022-05-04;1679;2022-05-04;2000000;VCB
1315/1;2022-05-04;1670;2022-05-04;3300000;BIDV
1317,1;2022-05-04;1681,1;2022-05-04;2500000;VCB
1318;2022-05-04;1680;2022-05-04;11000000;BIDV
1318,1;2022-05-04;1682,1;2022-05-04;9900000;VCB
1319;2022-05-04;1684;2022-05-04;2000000;VCB
1320;2022-05-04;1655;2022-04-29;5000000;BIDV
1321;2022-05-04;1585,1;2022-04-26;1800000;VCB
1322;2022-05-04;1644;2022-04-28;1800000;VCB
1323;2022-05-04;1584,1;2022-04-26;1650000;VCB
1323,1;2022-05-04;1669,1;2022-05-04;2000000;VCB
1325,1;2022-05-04;1666,1;2022-05-04;4400000;VCB
1326;2022-05-04;1643;2022-04-28;1650000;VCB
1326,1;2022-05-04;1665;2022-05-04;2200000;BIDV
1203;2022-04-30;1206,5;2022-03-30;2500000;VCB
1288;2022-04-29;1653;2022-04-29;4400000;BIDV
1288,1;2022-04-29;1490;2022-04-20;2000000;VCB
1289;2022-04-29;1652;2022-04-29;2200000;VCB
1289,1;2022-04-29;1571;2022-04-25;22000000;HD
1290;2022-04-29;1641;2022-04-28;2000000;VCB
1294,1;2022-04-29;1656;2022-04-29;5500000;BIDV
1295,1;2022-04-29;1657;2022-04-29;1500000;BIDV
1296/1;2022-04-29;1652,1;2022-04-29;2500000;VCB
1297,1;2022-04-29;1653,1;2022-04-29;2200000;VCB
1299,1;2022-04-29;1612,1;2022-04-27;2800000;VCB
1304/1;2022-04-29;1664;2022-04-29;2000000;VCB
1306;2022-04-29;1431,1;2022-04-18;4400000;HD
1307;2022-04-29;1610,1;2022-04-27;5400000;BIDV
1309;2022-04-29;1658;2022-04-29;1650000;VCB
1309,1;2022-04-29;1645;2022-04-28;3000000;VCB
1310;2022-04-29;1634;2022-04-28;3500000;VCB
1311,2;2022-04-29;1583,1;2022-04-26;1650000;VCB
1311/1;2022-04-29;1587,1;2022-04-26;4000000;VCB
1240,1;2022-04-28;1620;2022-04-27;1500000;VTB
1264,1;2022-04-28;1639;2022-04-28;4400000;VCB
1264,2;2022-04-28;1613,1;2022-04-27;2500000;VCB
1267;2022-04-28;1359;2022-04-12;1350000;VTB
1267,1;2022-04-28;1615;2022-04-27;2750000;BIDV
1268;2022-04-28;1619;2022-04-27;1350000;VTB
1270;2022-04-28;1547;2022-04-22;12000000;HD
1272;2022-04-28;1625;2022-04-27;2200000;VCB
1272;2022-04-28;1621,1;2022-04-27;1100000;VCB
1273;2022-04-28;1624;2022-04-27;1650000;VCB
1274;2022-04-28;1623;2022-04-27;2200000;VCB
1276,1;2022-04-28;1615,1;2022-04-27;1650000;VCB
1279;2022-04-28;1607;2022-04-27;1650000;VCB
1279,1;2022-04-28;1580,1;2022-04-26;1800000;VCB
1280,1;2022-04-28;1636;2022-04-28;3300000;BIDV
1281;2022-04-28;1626;2022-04-27;1000000;VCB
1282;2022-04-28;1627;2022-04-27;1000000;VCB
1283;2022-04-28;1628;2022-04-27;2000000;VCB
1284;2022-04-28;1629;2022-04-27;1650000;VCB
1285;2022-04-28;1621;2022-04-27;2200000;BIDV
1285,1;2022-04-28;1648;2022-04-28;2000000;VCB
1286;2022-04-28;1607,1;2022-04-27;1350000;VTB
1287,1;2022-04-28;1637;2022-04-28;1800000;VTB
1287,2;2022-04-28;1647;2022-04-28;2200000;VCB
1241;2022-04-27;1464;2022-04-19;1650000;VTB
1241,1;2022-04-27;1481;2022-04-19;15000000;HD
1242,1;2022-04-27;1480;2022-04-19;35000000;HD
1243,1;2022-04-27;1582,1;2022-04-26;5500000;HD
1244;2022-04-27;1597;2022-04-26;4000000;HD
1245;2022-04-27;1610;2022-04-27;6600000;HD
1245,1;2022-04-27;1586,1;2022-04-26;5500000;HD
1246;2022-04-27;1590;2022-04-26;2000000;VCB
1246,1;2022-04-27;1612;2022-04-27;2200000;BIDV
1248;2022-04-27;1470;2022-04-19;1650000;VCB
1249;2022-04-27;1599;2022-04-26;2000000;VCB
1250;2022-04-27;1614;2022-04-27;2000000;VCB
1251;2022-04-27;1618;2022-04-27;5500000;HD
1254;2022-04-27;1601;2022-04-26;1800000;VCB
1256;2022-04-27;1497;2022-04-20;1800000;VCB
1257;2022-04-27;1602;2022-04-26;1650000;VCB
1258;2022-04-27;1603;2022-04-26;1650000;VCB
1258,1;2022-04-27;1575;2022-04-25;2000000;VCB
1258/1;2022-04-27;1575;2022-04-25;2000000;VCB
1259;2022-04-27;1613;2022-04-27;2200000;BIDV
1260;2022-04-27;1574;2022-04-25;1650000;VCB
1261;2022-04-27;1591;2022-04-26;2500000;VCB
1261;2022-04-27;1591;2022-04-26;2500000;VCB
1261;2022-04-27;1622;2022-04-27;2200000;VCB
1263;2022-04-27;1600;2022-04-26;2200000;VCB
1275;2022-04-27;1604;2022-04-26;3000000;VCB
1221;2022-04-26;1504;2022-04-21;5000000;HD
1221,1;2022-04-26;1451;2022-04-18;11000000;VTB
1221,1;2022-04-26;1586;2022-04-26;3500000;HD
1221/1;2022-04-26;1451;2022-04-18;11000000;VTB
1222;2022-04-26;1505;2022-04-21;5000000;HD
1223;2022-04-26;1471;2022-04-19;3500000;CSXH
1223,1;2022-04-26;1500;2022-04-21;2250000;BIDV
1224,1;2022-04-26;1592,1;2022-04-26;1500000;VCB
1226,1;2022-04-26;1591,1;2022-04-26;2200000;VCB
1227,1;2022-04-26;1590,1;2022-04-26;2500000;VCB
1229;2022-04-26;1358,2;2022-04-12;10000000;HD
1230;2022-04-26;1580;2022-04-26;5000000;VCB
1230,1;2022-04-26;1589,1;2022-04-26;3300000;VCB
1231;2022-04-26;1555;2022-04-25;1500000;VCB
1232;2022-04-26;1587;2022-04-26;23000000;VCB
1233;2022-04-26;1572;2022-04-25;7800000;VCB
1235;2022-04-26;1548;2022-04-22;2800000;VCB
1236;2022-04-26;1496;2022-04-20;1650000;VCB
1236;2022-04-26;1496;2022-04-20;1650000;VCB
1237;2022-04-26;1570;2022-04-25;1350000;VTB
1238;2022-04-26;1589;2022-04-26;2000000;VCB
1239;2022-04-26;1596;2022-04-26;3500000;CSXH
1244,1;2022-04-26;1581,1;2022-04-26;17600000;HD
1252;2022-04-26;1514;2022-04-21;1650000;VCB
1253;2022-04-26;1513;2022-04-21;1650000;VCB
1276;2022-04-26;1605;2022-04-26;3000000;VCB
1179;2022-04-25;1552;2022-04-25;3300000;VCB
1193;2022-04-25;1536;2022-04-22;6600000;HD
1193,1;2022-04-25;1527;2022-04-22;3300000;CSXH
1193,1;2022-04-25;1527;2022-04-22;3300000;CSXH
1194;2022-04-25;1535;2022-04-22;20000000;HD
1194,1;2022-04-25;1528;2022-04-22;3300000;CSXH
1195;2022-04-25;1539;2022-04-22;5500000;HD
1195,1;2022-04-25;1525;2022-04-22;9900000;BIDV
1196;2022-04-25;1537;2022-04-22;1650000;VCB
1196,1;2022-04-25;1558;2022-04-25;3850000;BIDV
1197/1;2022-04-25;1558,1;2022-04-25;2200000;VCB
1198;2022-04-25;1557;2022-04-25;2000000;VCB
1199;2022-04-25;1538;2022-04-22;2000000;HD
1200;2022-04-25;1540;2022-04-22;5500000;AGRI
1205;2022-04-25;1564;2022-04-25;4400000;HD
1206;2022-04-25;1556;2022-04-25;4000000;VCB
1207/1;2022-04-25;1557,1;2022-04-25;1500000;VCB
1209;2022-04-25;1545;2022-04-22;1800000;VCB
1210;2022-04-25;1546;2022-04-22;1650000;VCB
1214;2022-04-25;1560;2022-04-25;3300000;VCB
1215;2022-04-25;1562;2022-04-25;2000000;VCB
1216;2022-04-25;1563;2022-04-25;3000000;HD
1218;2022-04-25;1420;2022-04-15;1350000;VTB
1218,1;2022-04-25;1569;2022-04-25;2750000;BIDV
1219;2022-04-25;1567;2022-04-25;3300000;BIDV
1220;2022-04-25;1559,1;2022-04-25;2200000;VCB
1220,1;2022-04-25;1568;2022-04-25;2200000;BIDV
1127;2022-04-22;1455;2022-04-18;1650000;VCB
1168;2022-04-22;1493;2022-04-20;1650000;VCB
1169;2022-04-22;1494;2022-04-20;2200000;VCB
1169,1;2022-04-22;1434,1;2022-04-18;2250000;BIDV
1170;2022-04-22;1359,4;2022-04-12;2200000;VCB
1170/1;2022-04-22;1495;2022-04-20;2200000;VCB
1171,1;2022-04-22;1544;2022-04-22;1800000;VCB
1173,1;2022-04-22;1520,1;2022-04-22;2200000;VCB
1174/1;2022-04-22;461,4;2022-02-16;2500000;VCB
1175,1;2022-04-22;2540;2022-04-22;2500000;VCB
1176;2022-04-22;1507;2022-04-21;6600000;HD
1179;2022-04-22;1526;2022-04-22;1650000;VCB
1180;2022-04-22;1523;2022-04-22;1650000;VCB
1181;2022-04-22;1524;2022-04-22;1650000;VCB
1182;2022-04-22;1256;2022-04-04;27500000;HD
1184;2022-04-22;3914;2021-12-16;3500000;BIDV
1185;2022-04-22;1508;2022-04-21;2500000;VCB
1186;2022-04-22;1510;2022-04-21;2500000;VCB
1187;2022-04-22;1511;2022-04-21;2500000;VCB
1188;2022-04-22;1509;2022-04-21;2500000;VCB
1189;2022-04-22;1461;2022-04-19;2200000;VCB
1190;2022-04-22;1534;2022-04-22;1650000;VCB
1191;2022-04-22;1533;2022-04-22;1650000;VCB
1198;2022-04-22;1542;2022-04-22;2000000;VCB
1208;2022-04-22;1543;2022-04-22;1650000;VCB
1067,1;2022-04-21;1512;2022-04-21;1350000;VTB
1151;2022-04-21;1506;2022-04-21;1800000;SHINHAN
1151,1;2022-04-21;1352,3;2022-04-12;7700000;BIDV
1152;2022-04-21;1489;2022-04-20;7700000;HD
1158;2022-04-21;1502;2022-04-21;1800000;VCB
1159;2022-04-21;1501;2022-04-21;1500000;VCB
1165;2022-04-21;1408;2022-04-15;48800000;BIDV
1120;2022-04-20;1375;2022-04-13;2200000;HD
1120,1;2022-04-20;1478;2022-04-19;3850000;BIDV
1120,2;2022-04-20;1483,2;2022-04-20;2200000;VCB
1121,1;2022-04-20;1477;2022-04-19;2750000;BIDV
1122;2022-04-20;1450;2022-04-18;3300000;HD
1122,1;2022-04-20;1472;2022-04-19;5500000;VCB
1124,1;2022-04-20;1484,1;2022-04-20;2200000;VCB
1125;2022-04-20;1162;2022-03-28;1650000;VCB
1125/1;2022-04-20;1485,1;2022-04-20;6000000;VCB
1126;2022-04-20;1424;2022-04-15;1650000;VCB
1129;2022-04-20;1244,1;2022-04-01;1650000;VCB
1129;2022-04-20;1425,1;2022-04-18;1800000;VCB
1130;2022-04-20;1426,1;2022-04-18;1650000;VCB
1131;2022-04-20;1479;2022-04-19;1650000;VCB
1132;2022-04-20;1428,1;2022-04-18;2200000;VCB
1133;2022-04-20;1452;2022-04-18;1800000;VCB
1134;2022-04-20;1427,1;2022-04-18;2000000;VCB
1136;2022-04-20;1370;2022-04-13;1800000;SHINHAN
1137;2022-04-20;1359,2;2022-04-12;1800000;VCB
1138;2022-04-20;1306;2022-04-07;1650000;VTB
1139;2022-04-20;1307;2022-04-07;1650000;VTB
1142;2022-04-20;1176,3;2022-03-29;5500000;VCB
1143;2022-04-20;1358,4;2022-04-12;2200000;VCB
1144;2022-04-20;1473;2022-04-19;1650000;VCB
1145;2022-04-20;1474;2022-04-19;1650000;VCB
1147;2022-04-20;1482,2;2022-04-20;3300000;BIDV
1148;2022-04-20;1488;2022-04-20;1650000;VCB
1149;2022-04-20;1476;2022-04-19;1800000;VCB
1149,1;2022-04-20;1491;2022-04-20;3000000;BIDV
1150;2022-04-20;1485;2022-04-20;1650000;VTB
1107;2022-04-19;1327,1;2022-04-08;3750000;BIDV
1107,1;2022-04-19;1448;2022-04-18;5500000;VCB
1107,1;2022-04-19;1462;2022-04-19;4700000;VCB
1108;2022-04-19;1458;2022-04-19;4500000;VCB
1108;2022-04-19;1458;2022-04-19;4500000;VCB
1108,1;2022-04-19;1457;2022-04-19;7000000;HD
1110,1;2022-04-19;1432,1;2022-04-18;3500000;VCB
1111;2022-04-19;1359,1;2022-04-12;1650000;VCB
1112;2022-04-19;1463;2022-04-19;3500000;CSXH
1112/1;2022-04-19;1176,4;2022-03-29;2500000;VCB
1113;2022-04-19;1447;2022-04-18;1650000;VTB
1114;2022-04-19;1328,1;2022-04-08;3600000;VCB
1115;2022-04-19;1329,1;2022-04-08;2200000;VCB
1116;2022-04-19;1331,1;2022-04-08;1650000;VCB
1116,1;2022-04-19;1469;2022-04-19;1500000;BIDV
1117;2022-04-19;1444;2022-04-18;5000000;HD
1117,1;2022-04-19;1458,1;2022-04-19;2500000;VCB
1118;2022-04-19;1445;2022-04-18;5000000;HD
1071;2022-04-18;1339,1;2022-04-12;1350000;VTB
1071,1;2022-04-18;1449;2022-04-18;1600000;VCB
1072,2;2022-04-18;1436,1;2022-04-18;2200000;VCB
1074;2022-04-18;1411;2022-04-15;4400000;HD
1074;2022-04-18;1429,1;2022-04-18;1650000;VTB
1074,1;2022-04-18;1453;2022-04-18;1500000;VTB
1076;2022-04-18;1428;2022-04-18;1350000;VTB
1078;2022-04-18;1429;2022-04-18;2200000;VCB
1083;2022-04-18;1430;2022-04-18;2200000;BIDV
1084;2022-04-18;1350,1;2022-04-12;1650000;VCB
1086;2022-04-18;1351,1;2022-04-12;1800000;VCB
1087;2022-04-18;1427;2022-04-18;2750000;BIDV
1088;2022-04-18;1436;2022-04-18;1650000;VCB
1089;2022-04-18;1437;2022-04-18;1650000;VCB
1090;2022-04-18;1435;2022-04-18;2500000;VCB
1091;2022-04-18;1434;2022-04-18;3850000;BIDV
1092;2022-04-18;1433;2022-04-18;1650000;VCB
1093;2022-04-18;1440;2022-04-18;5500000;HD
1094;2022-04-18;1442;2022-04-18;9900000;VCB
1095;2022-04-18;1439;2022-04-18;2200000;SHINHAN
1098;2022-04-18;1402;2022-04-15;6600000;HD
1099;2022-04-18;1433,1;2022-04-18;4500000;VCB
1101;2022-04-18;1443;2022-04-18;1650000;VCB
1128;2022-04-18;1425;2022-04-18;1650000;VCB
1054,1;2022-04-15;1399;2022-04-14;2000000;VCB
1054,2;2022-04-15;1401,1;2022-04-15;1800000;VCB
1054,4;2022-04-15;1406,1;2022-04-15;2800000;VCB
1055,1;2022-04-15;1419;2022-04-15;1350000;VTB
1055,2;2022-04-15;1372;2022-04-13;19800000;HD
1056,2;2022-04-15;1400,1;2022-04-15;1100000;BIDV
1056/1;2022-04-15;1395;2022-04-14;1800000;VCB
1057;2022-04-15;1323,1;2022-04-08;1350000;VTB
1058;2022-04-15;1404;2022-04-15;6600000;HD
1058,1;2022-04-15;1401;2022-04-15;2200000;BIDV
1059;2022-04-15;1371;2022-04-13;2200000;VCB
1059,1;2022-04-15;1377;2022-04-13;1650000;VCB
1060;2022-04-15;1344,1;2022-04-12;1350000;VTB
1060,1;2022-04-15;1378;2022-04-13;2300000;VCB
1061,1;2022-04-15;1396;2022-04-14;1650000;VCB
1061,2;2022-04-15;1397;2022-04-14;2000000;VCB
1062;2022-04-15;1260,3;2022-04-04;14300000;VCB
1063;2022-04-15;1409;2022-04-15;6600000;HD
1063,1;2022-04-15;1379,1;2022-04-14;1650000;VCB
1064,1;2022-04-15;1417;2022-04-15;2500000;VCB
1065;2022-04-15;1418;2022-04-15;2500000;VCB
1065,1;2022-04-15;1422;2022-04-15;2500000;VCB
1066,1;2022-04-15;1332,1;2022-04-08;3300000;VCB
1067;2022-04-15;1412;2022-04-15;2000000;VCB
1067,1;2022-04-15;1383,1;2022-04-14;2200000;VCB
1068;2022-04-15;1413;2022-04-15;2500000;VCB
1068,1;2022-04-15;1423;2022-04-15;3300000;VCB
1070;2022-04-15;1339;2022-04-12;2500000;SHINHAN
1070/2;2022-04-15;1384,1;2022-04-14;3000000;VCB
1070/3;2022-04-15;1407,1;2022-04-15;3000000;VCB
1075;2022-04-15;1393;2022-04-14;2200000;VCB
1075,1;2022-04-15;1394;2022-04-14;1650000;VCB
1036,1;2022-04-14;1390;2022-04-14;2200000;VTB
1038,1;2022-04-14;1343,1;2022-04-12;2200000;VTB
1039;2022-04-14;1384;2022-04-14;2200000;HD
1040;2022-04-14;1323;2022-04-08;1800000;VCB
1041;2022-04-14;1347,1;2022-04-12;1650000;VCB
1042;2022-04-14;1346,1;2022-04-12;1650000;VCB
1043;2022-04-14;1348,1;2022-04-12;1650000;VCB
1044;2022-04-14;1324,1;2022-04-08;1800000;VCB
1045;2022-04-14;1379;2022-04-14;2300000;VCB
1046;2022-04-14;1354,1;2022-04-12;1650000;VCB
1046,1;2022-04-14;1355,1;2022-04-12;1650000;VCB
1048;2022-04-14;1385;2022-04-14;2700000;VCB
1049;2022-04-14;1386;2022-04-14;1650000;VCB
1050;2022-04-14;1369;2022-04-13;1650000;VCB
1051;2022-04-14;1389;2022-04-14;1650000;VCB
1052/1;2022-04-14;1277;2022-04-05;2500000;VTB
1053;2022-04-14;1376;2022-04-13;3300000;VCB
1014,1;2022-04-13;1373;2022-04-13;2200000;VCB
1015,1;2022-04-13;1359,3;2022-04-12;1650000;VTB
1017;2022-04-13;1297;2022-04-07;25000000;VCB
1018;2022-04-13;1353;2022-04-12;1500000;VTB
1019;2022-04-13;1363;2022-04-13;9350000;BIDV
1020;2022-04-13;1362;2022-04-13;1650000;VCB
1022;2022-04-13;1331;2022-04-08;4400000;HD
1023;2022-04-13;1353,1;2022-04-12;1650000;VCB
1023,1;2022-04-13;1351;2022-04-12;2000000;VCB
1024;2022-04-13;1341;2022-04-12;3850000000;BIDV
1025;2022-04-13;1330;2022-04-08;4400000;HD
1026;2022-04-13;1336,1;2022-04-12;6600000;HD
1026;2022-04-13;1336,1;2022-04-12;6600000;HD
1030;2022-04-13;1319,1;2022-04-08;1650000;VCB
1033;2022-04-13;1338,1;2022-04-12;2500000;VCB
1034;2022-04-13;1365;2022-04-13;1800000;VCB
1000;2022-04-12;1342;2022-04-12;1350000;VTB
1000,1;2022-04-12;1350;2022-04-12;1650000;VCB
1001;2022-04-12;1344;2022-04-12;6600000;HD
1001,1;2022-04-12;1335;2022-04-08;8800000;BIDV
1002;2022-04-12;1328;2022-04-08;1800000;SHINHAN
1002,1;2022-04-12;1321,1;2022-04-08;2200000;VCB
1004,1;2022-04-12;1285,1;2022-04-06;7700000;BIDV
1005,1;2022-04-12;1336,2;2022-04-12;8800000;BIDV
1006,1;2022-04-12;1293;2022-04-06;5500000;AGRI
1007;2022-04-12;1332;2022-04-08;1650000;VCB
1007,1;2022-04-12;1291;2022-04-06;4500000;AGRI
1008;2022-04-12;1334;2022-04-08;2200000;VCB
